,PMCIDS,keywords,TPS_match,TPS._match
243,PMC6117411,"Biosynthesis', 'Rhodomyrtus tomentosa', 'Terpenoids', 'Transcriptome', 'Terpene Synthases'","TPS', 'TPS', 'TPS', 'RtTPS1', 'RtTPS4-7', 'RtTPS1', 'RtTPS2', 'RtTPS3', 'RtTPS1', 'TPSs', 'TPS-a', 'TPS-b', 'RtTPS1-2', 'RtTPS3-7', 'TPS-b', 'TPS-a', 'RtTPS1-7', 'TPS', 'RtTPS', 'RtTPS3,', 'RtTPS4', 'RtTPS7', 'RtTPS1', 'RtTPS2,', 'RtTPS5', 'RtTPS6', 'TPS', 'RtTPS1-4,', 'RtTPS3', 'RtTPS4', 'RtTPS1', 'RtTPS2,', 'RtTPS3', 'TPS', 'RtTPS1-4', 'RtTPS1-4', 'TPSs', 'RtTPS1', 'RtTPS2', 'RtTPS3', 'RtTPS', 'RtTPS1-4', 'RtTPS1', 'RtTPS3', 'RtTPS', 'TPS', 'RtTPS1,', 'RtTPS3-4', 'RtTPS1,', 'RtTPS3-4', 'RtTPS1', 'RtTPS3', 'RtTPS1', 'RtTPS3)', 'RtTPS1', 'RtTPS3)', 'TPS1', '(GhTPS1)', 'CsTPS4FN,', 'CsTPS5FN', 'CsTPS9FN', 'CsTPS5FN', 'TPS-b', 'TPS1', 'TPS3', 'RtTPS1-4', 'TPSs'",
244,PMC8063869,"Shape', 'Hemp', 'Chemotype', 'geometric morphometrics', 'Cannabinoid', 'Marijuana'",,
245,PMC3878842,NaN,,
246,PMC3433347,NaN,,
247,PMC5517341,NaN,,
248,PMC7866031,"Phytophthora cactorum', 'plant defense', 'Oomycete', 'Sesquiterpene Synthase', 'Populus Trichocarpa'","PtTPS5', 'PtTPS5', 'PtTPS5', 'PtTPS5', 'PtTPS5', 'PtTPS5', 'PtTPS5', 'PtTPS5', 'PtTPS5', '(PtTPS5,', 'PtTPS5', 'PtTPS5', 'PtTPS5', 'PtTPS5', 'PtTPS5', 'PtTPS5'",
249,PMC6246602,NaN,"(TPS).', 'TPS', 'TPS.', 'TPS'",TPS.'
250,PMC3775748,NaN,"TPS10,', 'TPS21,', 'TPS10', 'TPS21', 'TPS'",
251,PMC4277783,NaN,,
252,PMC4032488,NaN,"TPS5', 'TPS12'",
253,PMC7321343,"Grape', 'Aroma Compounds', 'Thidiazuron (Tdz)', 'Shine Muscat'","TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', '(TPS)', '(TPSs),', 'TPS', '(TPS)', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS-a,', 'TPS-b,', 'TPS-c,', 'TPS-d', 'TPS-e/f,', 'TPS-g', 'TPS-h', 'TPS', 'TPSs', 'TPS', 'TPS'",
254,PMC7819309,"Population structure', 'Compliance', 'Hemp', 'Cannabis', 'terpenes', 'Cannabinoids', 'Genetic Assay'",,
255,PMC7279377,"Salicylic acid', 'Huanglongbing', 'Soil acidification', 'Plant Immune Response', 'Root Metabolic Activity'",,
256,PMC8070225,"Secondary metabolite', 'Natural products', 'terpenes', 'Nrps', 'Mucoromycotina', 'Sm Biosynthesis', 'Adenylate Forming Reductases', 'Malpibaldins', 'Malpicyclins'",(TPS)',
257,PMC6030905,NaN,,
258,PMC8313976,"Cladosporium', 'Ascomycota', 'Salicaceae', 'Volatile Organic Compound (Voc)', 'Terpene Synthases'","CxTPS1', 'CxTPS2', 'CxTPS2', 'CxTPS1', 'CxTPS2', 'CxTPS1', 'CxTPS2,', 'CxTPS1', 'CxTPS2', 'TPS:', 'CxTPS1', 'CxTPS2', 'CxTPS2,', 'CxTPS1', 'TPS', 'CxTPS1', 'CxTPS2.', 'CxTPS1', 'CxTPS2'",
259,PMC4883687,NaN,,
260,PMC3635961,NaN,,
261,PMC5179516,"Broccoli', 'Clubroot', 'Plasmodiophora Brassicae', 'Rna Sequencing', 'Wild Cabbage'",,
262,PMC6851104,NaN,"CsTPS4FN,', 'CsTPS5FN', 'CsTPS13PK', '(CsTPS)', 'CsTPS1FN', 'CsTPS8FN,', 'CsTPS2FN', 'CsTPS3FN', 'CsTPS5FN,', 'CsTPS9FN', 'CsTPS12PK'",
263,PMC6788021,"Pyrus bretschneideri', 'lignin biosynthesis', 'Transcriptomic Analysis', 'Stone Cells', 'Cinnamoyl-coa Reductase'","(TPS,'",
264,PMC7290806,"Abscisic acid', 'Transcriptional regulation', 'grape (Vitis vinifera L.)', 'Wrky40', 'Glycosylated Monoterpenoids'",,
265,PMC7275736,"Bryophytes', 'Gene cluster', 'Convergent Evolution', 'Specialized Metabolites', 'Diterpene Momilactones'",,
266,PMC5293046,"Pseudolarix amabilis', 'Plant Natural Products', 'Chemotherapeutic Drug', 'Diterpene Biosynthesis', 'Pseudolaric Acid'",,
267,PMC4007517,NaN,(TPS)',
268,PMC4588572,NaN,"(TPSs)', 'TPS', 'TPS'",
269,PMC8369990,"Biosynthesis', 'MYB transcription factors', 'auxin', 'Floral Scent', 'Hedychium Coronarium'","HcTPS5', 'proHcTPS5', 'HcTPS5', 'HcTPS5', 'HcTPSs', 'HcTPSs.', 'HcTPS5', 'HcTPS5,', 'HcTPS5,', 'proHcTPS5', 'HcTPS5', 'HcTPS5', 'HcTPS5', 'HcTPS5', 'HcTPS5', 'HcTPS1,', 'HcTPS3,', 'HcTPS5,', 'HcTPS8,', 'HcTPS1,', 'HcTPS3,', 'HcTPS5,', 'HcTPS8,', 'HcTPS5', 'HcTPS5', 'HcTPS5', 'HcTPS5', 'HcTPS3,', 'HcTPS5,', 'HcTPS5', 'HcTPS3', 'HcTPS3,', 'HcTPS5,'",
270,PMC3394800,NaN,,
271,PMC4617483,NaN,"di-TPSs', 'di-TPS', 'di-TPS', 'di-TPSs', 'Di-TPSs', 'TPSs', 'di-TPSs', 'di-TPSs', 'di-TPSs', 'di-TPSs', 'di-TPSs', 'di-TPS,', 'di-TPSs', 'di-TPSs', 'di-TPS', 'di-TPS', 'di-TPS', 'di-TPS', 'di-TPSs-surrounding', 'di-TPSs-surrounding', 'di-TPS', 'di-TPSs', 'di-TPS', 'di-TPS', 'di-TPS,', 'di-TPS', 'di-TPSs', 'di-TPSs', 'di-TPS.', 'di-TPS/GGPPS/P450', 'di-TPS', 'di-TPS', 'di-TPS', 'di-TPS', 'di-TPS', 'di-TPS', 'di-TPS', 'di-TPS', 'di-TPSs', 'di-TPS', 'di-TPS,', 'di-TPS', 'di-TPSs', 'di-TPS', 'Di-TPS', 'di-TPS', 'di-TPS', 'di-TPS', 'di-TPS.', 'di-TPS', 'di-TPSs', 'di-TPS', 'di-TPS', 'di-TPS', 'di-TPSs', 'di-TPS'","di-TPS.', 'di-TPS.'"
272,PMC7247698,"Vernalization', 'Flower bud differentiation', 'Bulb development', 'Sut', 'Oriental Hybrid Lily'",(TPS)',
273,PMC4457800,NaN,"core-TPS', 'core-TPS', 'core-TPS', 'core-TPS', 'TPS', 'TPS', 'TPS', 'core-TPS', 'TPS'",
274,PMC7414894,NaN,"AaTPS', 'AaTPS,', 'AaTPS,', 'AaTPS,', 'AaTPS', 'AaTPS', 'AaTPS', 'AaTPS', 'AaTPS', 'AaTPS', 'AaTPS', 'AaTPSâ€“PP', 'AaTPS', 'AaTPS.', 'AaTPS', 'AaTPS', 'AaTPS', 'AaTPS,', 'AaTPS', 'AaTPS.', 'AaTPS', 'AaTPS', 'AaTPS', 'AaTPS', 'AaTPS', 'AaTPS', 'AaTPS', 'AaTPS', 'AaTPS,', 'AaTPS', 'AaTPS', 'AaTPS', 'AaTPS'","AaTPS.', 'AaTPS.'"
275,PMC8066702,"Terpenoids', 'Terpene synthase', 'Mentha Longifolia', 'Limonene Synthase'","TPSs', 'TPSs,', 'TPSs', 'TPSs', 'TPS', 'TPS-a,', 'TPS-b,', 'TPS-c,', 'TPS-e,', 'TPS-f,', 'TPS-g', 'TPS-d', 'TPS-h', 'TPS-d', 'TPS-h', 'TPS-a', 'TPS-b', 'TPS-a', 'TPS-b', 'TPS-a', 'TPS-e', 'TPS-e', 'TPSs', 'TPS', 'TPS', 'TPS-a,', 'TPS-b,', 'TPS-e', 'TPS', 'TPS', 'TPS-c', 'TPS-g', 'TPSs', 'TPSs', 'TPSs', 'TPS-a', 'TPS-b', 'TPS-c', 'TPS-e', 'TPS-f', 'TPS-g', 'TPS-e', 'TPS-f', 'TPS-f', 'TPS-e,', 'TPS-e', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS-N', 'TPS-C', 'TPS', 'TPSs', 'TPS', 'TPS', 'MlongTPS29', 'TPSs.', 'MlongTPS29,', 'MlongTPS29', 'MlongTPS29', 'MlongTPS29', 'MlongTPS29', 'MlongTPS29', 'MlongTPS29', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS-b', 'TPS-e', 'TPS', 'TPS', 'TPS', 'TPS-a,', 'TPS-b,', 'TPS-e', 'TPSs', 'TPS', 'TPS', 'TPSs,', 'TPS-b', 'TPS-b', 'TPS-g', 'TPS-g', 'TPS-g', 'TPS-a', 'TPS-c', 'TPS-a', 'TPS-b', 'TPSs', 'TPS-a,', 'TPS-b,', 'TPS-e,', 'TPS-f,', 'TPS-g', 'TPS-c', 'TPS-c', 'TPS', 'TPS', 'TPS', 'TPS-a,', 'TPS-b', 'TPS-g', 'TPSs.', 'TPS-c', 'TPSs.', 'TPS-e', 'TPS-e'",
276,PMC5694497,"Chemodiversity', 'Vitex Capitata', 'Vitex Megapotamica', 'Vitex Gardneriana', 'Vitex Rufescens'",,
277,PMC7747971,"Crystal structure', 'Terpenoid', 'Terpene synthase', 'Sesterterpene', 'Cyclization Mechanism'","Sester-TPSs,', 'TPS-a', 'sester-TPSs.', 'sester-TPSs', 'sester-TPSs', 'sester-TPSs', 'sester-TPSs', '(PT-TPS', 'sester-TPSs', 'Sester-TPSs,', 'Sester-TPSs,', 'AtTPS22', 'AtTPS29', 'AtTPS06', 'AtTPS06', 'AtTPS29,', 'TPSs', 'sester-TPSs,', 'sester-TPSs.', 'sester-TPSs', 'AtTPS01,', 'AtTPS06,', 'AtTPS07,', 'AtTPS09,', 'AtTPS15,', 'AtTPS16,', 'AtTPS22,', 'AtTPS26,', 'AtTPS28,', 'AtTPS29;', 'AtTPS05)', 'TPS-a', 'AtTPS06,', 'AtTPS22,', 'AtTPS29', 'sester-TPS', 'TPSs.', 'AtTPS01,', 'AtTPS06,', 'AtTPS07,', 'AtTPS09,', 'AtTPS15,', 'AtTPS16,', 'AtTPS26', 'di-TPSs', 'AtTPS06', 'AtTPS29', 'AtTPS22', 'AtTPS06', 'sester-TPS', 'AtTPS06', 'sesqui-TPSs', 'sester-TPSs', 'TPS06', 'mono-/sesqui-/di-TPSs', 'sester-TPSs', 'AtTPS06', 'AtTPS06', 'sester-TPSs', 'TPSs,', 'AtTPS18', 'sester-TPSs,', 'sester-TPSs', 'mono-/sesqui-TPS', 'TPS-a', 'AtTPS18', 'AtTPS18', 'AtTPS18', 'AtTPS18', 'AtTPS18', 'mono-TPSs', 'sesqui-TPSs', 'sester-TPS', 'AtTPS18.', 'AtTPS18', 'AtTPS18', 'AtTPS18,', 'sester-TPS', 'sester-TPS', 'AtTPS18;', 'sester-TPSs', '(AtTPS19', 'AtTPS30', 'of\xa0sester-TPS', 'AtTPS18,', 'sester-TPSs', 'AtTPS18', 'AtTPS18G328P', 'AtTPS18G328A/', 'AtTPS18', 'AtTPS18.', 'Sester-TPSs', 'TPSs', 'TPS', 'AtTPS18â€“FSPP', 'sester-TPSs', 'mono-/sesqui-TPSs', 'sester-TPSs', 'sester-TPS', 'AtTPS18', 'sester-TPS', 'sester-TPSs', 'AtTPS18', 'AtTPS18', 'AtTPS18', 'apo-AtTPS18', 'AtTPS18', 'AtTPS18', 'AtTPS18', 'AtTPS18', 'AtTPS18', 'AtTPS18', 'AtTPS18,', 'TPSs,', 'mono-TPS', 'sesqui-TPS', 'di-TPS', 'AtTPS18', 'AtTPS18', 'TPSs', 'AtTPS18', 'AtTPS18:', 'AtTPS06', 'AtTPS18', 'Sester-TPSs,', 'Sester-TPSs,', 'TPSs', 'sester-TPS', '(AtTPS06)', 'sester-TPSs.', 'sester-TPSs', 'sester-TPSs,', 'TPSs,', 'AtTPS06,', 'AtTPS18', 'AtTPS06', 'TPS', 'AtTPS18', 'AtTPS18)', 'sester-TPSs', 'TPSs.', 'AtTPS18)', 'sester-TPSs,', 'TPSs', 'sester-TPSs', 'TPSs', 'sester-TPS', 'sester-TPS', 'AtTPS18', 'sester-TPSs.', 'AtTPS18.', 'AtTPS18', 'sester-TPS', 'sester-TPSs,', 'sester-TPSs,', 'AtTPS06', '(AtTPS06', 'AtTPS06', 'AtTPS06', 'sester-TPS', 'AtTPS06,', 'sester-TPSs.', 'AtTPS18', 'AtTPS06', 'AtTPS18', 'AtTPS06),', 'AtTPS18', 'sester-TPSs.', 'sester-TPS', 'sester-TPS;', 'AtTPS18', 'sester-TPSs,', 'sester-TPSs', 'AtTPS18,', 'AtTPS18,', 'AtTPS19,', 'sester-TPS', 'sester-TPSs', 'sester-TPS', 'AtTPS18', 'AtTPS18', 'AtTPS19;', 'AtTPS18', 'AtTPS19;', 'AtTPS18', 'AtTPS19;', 'AtTPS18.', 'AtTPS18', 'AtTPS19', 'AtTPS18', 'AtTPS18', 'AtTPS18', 'AtTPS18'",
278,PMC6093421,NaN,"FhTPS', 'TPS', 'FhTPS', 'FhTPS', 'FhTPS', 'FhTPS', 'FhTPS1â€“', 'FhTPS8.', 'FhTPS', 'FhTPS7,', 'FhTPS5.', 'FhTPS', 'FhTPS1', 'FhTPS1â€“', 'FhTPS8', 'TPS', 'FhTPS', 'FhTPS2,', 'FhTPS3,', 'FhTPS4,', 'FhTPS8', 'FhTPS6', 'FhTPS1', 'FhTPS5,', 'FhTPS7', 'FhTPS', 'FhTPS', 'FhTPS', 'FhTPS', 'FhTPS1,', 'FhTPS2,', 'FhTPS6', 'FhTPS1', 'FhTPS7', 'FhTPS', 'FhTPS1', 'FhTPS2', 'FhTPS1', 'FhTPS7', 'FhTPS', 'FhTPS4', 'FhTPS', 'FhTPS', 'FhTPSs', 'FhTPS1', 'FhTPS2', 'FhTPS6', 'FhTPS7,', 'FhTPS3', 'FhTPS5', 'FhTPS', 'FhTPS7', 'FhTPS7', 'FhTPS7', 'FhTPS7.', 'FhTPS7', 'FhTPS7', 'FhTPS7', 'FhTPS', 'FhTPS', 'FhTPS', 'FhTPS', 'FhTPS1', 'FhTPS4', 'FhTPS2', 'FhTPS6', 'FhTPS7', 'TPS', 'FhTPS8', 'FhTPS', 'FhTPSs', 'FhTPS', 'TPS', 'TPS-c', 'TPS-e/f', 'TPS-d', 'TPS-b,', 'TPS-g,', 'TPS-a', 'TPS-a', 'FhTPS', 'FhTPS6,', 'FhTPS7,', 'FhTPS8', 'TPS-a', 'TPS', 'FhTPS', 'FhTPS1,', 'FhTPS2,', 'FhTPS3,', 'FhTPS5,', 'TPS-b', 'FhTPS4', 'TPS-g', 'FhTPS', 'FhTPS1,', 'FhTPS2,', 'FhTPS3,', 'FhTPS5', 'TPSs', 'FhTPS1,', 'FhTPS2,', 'FhTPS4,', 'FhTPS5', 'FhTPS1,', 'FhTPS2,', 'FhTPS4,', 'FhTPS5', 'FhTPS3,', 'FhTPS6,', 'FhTPS7,', 'FhTPS8', 'FhTPS', 'FhTPS', 'FhTPS1,', 'FhTPS2,', 'FhTPS3,', 'FhTPS5', 'FhTPS4,', 'FhTPS6,', 'FhTPS7,', 'FhTPS8', 'FhTPS7', 'FhTPS8', 'FhTPS6', 'FhTPS4,', 'TPS', 'FhTPS', 'FhTPS', 'FhTPS1,', 'FhTPS2,', 'FhTPS6,', 'FhTPS7,', 'FhTPS8', 'FhTPS3,', 'FhTPS4,', 'FhTPS5', 'FhTPS4', 'FhTPS1', 'FhTPS4', 'FhTPS2,', 'FhTPS6,', 'FhTPS7', 'FhTPS2', 'FhTPS6', 'FhTPS6,', 'FhTPS7', 'FhTPS3,', 'FhTPS5,', 'FhTPS8'",
279,PMC4732810,NaN,(TPS-a;',
280,PMC6902781,"Evolution', 'Volatiles', 'amoebae', 'Terpene Synthases'","PpolyTPSs', 'TPSs', 'PpolyTPS', 'PpolyTPS2', 'PpolyTPS3', 'PpolyTPS1', 'PpolyTPS4', 'PpolyTPSs', 'TPSs,', 'PpolyTPSs', 'TPSs', 'PpolyTPSs', 'PpolyTPS1', 'PpolyTPS4', 'TPSs', 'TPSs.', 'PpolyTPS2', 'PpolyTPS3', 'TPSs.', 'PpolyTPSs', 'PpolyTPS', 'PpolyTPSs', 'PpolyTPS2', 'PpolyTPS3', 'PpolyTPS1', 'PpolyTPS4', 'PpolyTPS1', 'PpolyTPS4', 'PpolyTPS1', 'PpolyTPS4', 'TPS', 'TPS', 'PpolyTPS1,', 'PpolyTPS2,', 'PpolyTPS3,', 'PpolyTPS4.', 'PpolyTPS1,', 'PpolyTPS2,', 'PpolyTPS3,', 'PpolyTPS4s', 'PpolyTPS1', 'PpolyTPS4', 'PpolyTPS2', 'PpolyTPS3', 'PpolyTPS1/4', 'PpolyTPS2/3,', 'TPSs', 'TPSs', 'PpolyTPS1', 'PpolyTPS4', 'PpolyTPS2', 'PployTPS3', 'PpolyTPS1,', 'PpolyTPS4,', 'PpolyTPS2', 'PpolyTPS3.', 'PpolyTPSs', 'TPSs.', 'PpolyTPSs', 'TPSs', 'PpolyTPS', 'PpolyTPS', 'TPS'",
281,PMC4397498,"Ecology', 'Diversity', 'Manduca sexta', 'Plant Biology', 'Nicotiana Attenuata', 'Geocoris Spp.', 'Trichobaris Mucorea', 'Direct And Indirect Defense'","TPS10-expressing', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS', 'TPS10-expressing', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10,', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10-expressing', 'TPS10,', 'TPS10,', 'TPS10', 'TPS10', 'TPS10,', 'TPS10,', 'TPS10.', 'TPS10', 'TPS10', 'TPS10', 'TPS10,', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10-expressing', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10-expressing', 'TPS10-expressing', 'TPS10)', 'TPS10)', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10-expressing', 'TPS10', 'TPS10:', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10,', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10,', 'TPS10', 'TPS10', 'TPS10', 'TPS10,', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10-expressing', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10', 'TPS10,', 'TPS10', 'TPS10', 'TPS10,', 'TPS10,', 'TPS10).', 'TPS10,', 'TPS10-expressing', 'TPS10-expressing', 'TPS10-expressing', 'TPS10', 'TPS10', 'TPS10,', 'TPS10'",
282,PMC4543578,NaN,,
283,PMC8087695,NaN,"(TPS)', 'TPS', 'TPS', 'HDTPS', 'SCZTPSs)', 'TPS', 'TPSs', 'HDTPSs', 'SCZTPSs', 'HDTPSs', 'TPS', 'HDTPSs', 'TPS-b', 'TPS-a', 'TPS-a', 'TPS-b', 'TPS-g', 'TPS-c/e/f', 'HDTPSs', 'TPS', 'TPSs', 'TPS', 'TPS'",
284,PMC7029581,"Essential oil', 'Chamomile', 'Comparative Transcriptomics', 'Terpenoid Biosynthesis'","(TPS)', 'TPS', 'TPS', 'TPS'",
285,PMC6680504,"Citrus', 'Transcription factor', 'Limonene', 'Rna-seq', 'Wgcna', 'Î“-terpinene', 'Terpene Synthase Gene'","TPS', 'TPSs', 'TPS', 'TPSs', 'TPS', 'TPS', 'TPSs', 'TPSs', 'TPS', 'TPS', 'TPSs:', 'TPSs,', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPSs', 'TPS', 'TPS', 'TPS', 'TPS-a,', 'TPS-b,', 'TPS-e/f,', 'TPS-g.', 'TPS-a', 'TPS', 'TPS-b', 'TPS-g', 'TPS-b', 'TPS-g', 'TPSs', 'TPS', 'TPS', 'TPS-b', 'TPS', 'TPS-b', 'TPSs', 'TPSs.', 'TPS', 'TPS-b', 'TPS-a', 'TPSs', 'TPS', 'TPS-a', 'TPS-g', 'TPSs', 'TPSs', 'TPS', 'TPS', 'TPS', 'TPS', 'TPSs', 'TPS', 'TPSs', 'TPS', 'TPS', 'TPS-Cluster1', 'TPS-Cluster1', 'TPS', 'TPS-Cluster2', 'TPS-Cluster3', 'TPS', 'TPS-Cluster4,', 'TPS', 'TPS', 'TPSs'",
286,PMC5395458,"Natural enemy', 'Terpene biosynthesis', 'induced defense', 'maize landraces', 'Plantâ€“insect Interactions', '(E)â€êcaryophyllene Synthase'","TPS23', 'TPS23', 'TPS23', 'TPS23', 'TPS23'",
287,PMC4327562,NaN,"TPSs', 'TPSs', 'TPS-a', 'TPSs', 'TPSs', 'TPS', 'TPSs'",
288,PMC4802899,"Grapevine', 'Abiotic stress', 'water deficit', 'Transcriptomics', 'Network Analysis', 'Rna Sequencing'","VviTPSs)', 'TPS-a', 'TPS-b', 'TPS-g', 'VviTPSs'",
289,PMC8400578,"Metabolites', 'Drought stress', 'Mulberry', 'LC-MS', 'Untargeted Approach'",,
290,PMC6293516,"Green algae', 'gene ontology', 'Qrt-pcr', 'Temperature Response', 'Biological Pathway'",,
291,PMC6767024,"Camellia sinensis', 'Metabolite', 'Transcriptome', 'Volatile Heterosis'",,
292,PMC2634570,"Evolution', 'Volatiles', 'Genomics', 'Linalool', 'Comparative Functional Genomics', 'Indirect Defense', 'Terpene synthase'",,
293,PMC4172859,NaN,"OryzaTPS1s', 'OryzaTPS1', 'OryzaTPS1s', 'OryzaTPS1s', 'OryzaTPS1', 'OsTPS1', 'OryzaTPS1s', 'OsTPS1', 'OrTPS1,', 'TPS23', 'SbTPS4,', 'OryzaTPS1', 'OryzaTPS1s', '(ObTPS1-C429G)', '(ObTPS1-F318L\u2009+\u2009C429G,', 'ObTPS1-C429G\u2009+', 'ObTPS1-F318L\u2009+\u2009V433I)', 'ObTPS1-F318L\u2009+\u2009V433I', 'ObTPS1-F318L\u2009+\u2009C429G\u2009+', 'OrTPS1', 'ObTPS1', 'ObTPS1-F318L\u2009+', 'OrTPS1', 'OrTPS1', 'OryzaTPS1.', 'ObTPS1,', 'OrTPS1,', 'ObTPS1', 'OrTPS1.', 'OryzaTPS1s', 'OryzaTPS1s,', 'OryzaTPS1', 'OryzaTPS1', 'OrTPS1', 'OryzaTPS1', 'OryzaTPS1', 'OryzaTPS1', 'OryzaTPS1', 'OryzaTPS1s.', 'OryzaTPS1', 'OryzaTPS1s', 'OryzaTPS1s', 'OryzaTPS1', 'OryzaTPS1s,', 'OrTPS1,', 'OoTPS1', 'OryzaTPS1'",
294,PMC4108274,NaN,1(TPS;',
295,PMC4433141,NaN,"(EgTPS26)', '(EgTPS33).', 'TPS', 'TPS-a', 'TPS-a', 'TPS-a', '(TPS-b'",
296,PMC8417397,"Genetics', 'Genomic analysis', 'Bioinformatics', 'Genomics', 'Biological sciences', 'Evolutionary Biology'","(TPS)', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS-a,', 'TPS-b,', 'TPS-c,', 'TPS-e,', 'TPS-f.', 'MoTPS', 'TPS-a', 'TPS-b', 'MoTPS', 'TPS-a', 'TPS-b', 'TPS-c,', 'TPS-e,', 'TPS-f.', 'TPS-g', 'TPS-g', 'TPS', 'TPS-g', 'TPS-g', 'TPS', 'TPS', 'TPS'",
297,PMC6345376,"Phylogeny', 'Nutrient availability', 'Monoterpenes', 'nitrogen (N)', 'phosphorus (P)', 'Volatile Organic Compounds (VOCs)'",,
298,PMC4125705,NaN,"TPS', 'TPS', 'TPSs'",
299,PMC2634321,"Ethylene', 'Terpenoid', 'Calcium signaling', 'jasmonic acid'",,
300,PMC6014366,"Nematophagous fungi', 'Comparative genome', 'Esteya Vermicola', 'Adaptation And Evolution', 'Genome Feature'",,
301,PMC6154332,"Lovastatin', 'jasmine', 'Î‘-farnesene', '3-Hydroxy-3-methylglutaryl Coenzyme A Reductase (Hmgr)', '3-Hydroxy-3-methylglutaryl Coenzyme A Synthase (Hmgs)', 'Jasminum Sambac (L.) Aiton', 'Farnesyl Pyrophosphate Synthase (Fpps)', 'Terpene Synthase (Tps)'","TPS', 'JsTPS', 'JsTPS', 'JsTPS', 'TPS', 'TPS', '(TPS,', 'TPS', 'JsTPS', 'JsTPS', 'JsTPS', 'JsTPS'",
302,PMC5083917,"Flower development', 'Osmanthus fragrans', 'Tissue-specific', 'Mep Pathway', 'Diel Oscillations'",,
303,PMC3790869,NaN,"TPS-g', '(mono-TPSs)', 'mono-TPS'",
304,PMC7326183,NaN,,
305,PMC2682547,NaN,,
306,PMC7916813,"Zanthoxylum bungeanum', 'Mep Pathway', 'Mva Pathway', 'Terpenoid Synthesis', 'Fruit Aroma'",,
307,PMC3268506,NaN,,
308,PMC5543080,"Lilium', 'Monoterpene', 'Rna-seq', 'Floral Scent', 'Release Amount'",,
309,PMC22453,NaN,,
310,PMC8404343,"herbivory', 'Light regulation', 'Hipvs', 'Terpenoid Volatiles', 'Plant Diurnal Rhythms', 'Glvs'","NaTPS38,', 'NaTPS38', 'NaTPS38,', 'NaTPS38.', 'NaTPS38,', 'NaTPS38'",
311,PMC5101696,"In situ extraction', 'Escherichia Coli', 'Farnesyl Diphosphate Synthase', 'Mevalonate Pathway', 'Vegetable Oils', '(âˆ’)-Î‘-bisabolol', '(âˆ’)-Î‘-bisabolol Synthase'","TPSs', 'TPSs', 'TPSs', 'TPS'",
312,PMC6057064,"Cinnamomum camphora', 'Terpenoids', 'Transcriptome', 'Terpenoid Biosynthesis', 'Different Chemotypes'",TPS',
313,PMC7968207,"Maize', 'Volatile Organic Compounds (VOCs)', 'phytohormones', 'Corn leaf aphid', 'Rna-seq'","(TPS)', 'TPS', 'TPS1,', 'TPS2,', 'TPS3,', 'TPS5,', 'TPS7,', 'TPS8,', 'TPS10,', 'TPS11,', 'TPS17,', 'TPS23', 'TPS26', 'TPS5', 'TPS23', 'TPS'",
314,PMC7822537,NaN,"TPS', 'AtTPS10,', 'AtTPS14,', 'AtTPS21', 'AtTPS10', 'TPS', 'TPS', 'AtTPS10,', 'AtTPS14', 'AtTPS21)', 'TPS', 'TPS', 'AtTPS10,', 'AtTPS14', 'AtTPS21', 'TPS', 'AtTPS10', 'AtTPS10', 'TPS', 'AtTPS10,', 'AtTPS14', 'AtTPS21', 'AtTPS10', 'AtTPS10', 'AtTPS10', 'AtTPS10.'",
