,result ,yake_keywords,entities,TPS_match,Camellia_match,terms
462,"Using the genome annotation data, we determined the chromosomal locations of 26,561 (79.15%) annotated genes. Furthermore, we compared the protein sequences of the LJ43 genome with those of  Actinidia chinensis, a species in order Ericales for which a high-quality reference genome sequence is available, and used MCScanX to detect synteny (Supplementary Fig.  8). The results revealed that the LJ43 genome comprises 690 collinear blocks containing 18,030 genes, whereas the SCZ genome has 111 collinear blocks containing 1487 genes and that of YK10 has 54 collinear blocks containing 393 genes. Furthermore, we found that the extent of genome synteny between LJ43 and cocoa ( Theobroma cacao) was comparable to that with  Actinidia chinensis (Supplementary Note  3).","['annotation data', 'chromosomal locations', 'collinear blocks', 'Actinidia chinensis', 'Supplementary Fig.', 'annotated genes', 'Supplementary Note', 'genome', 'genome annotation', 'genes']","[LJ43, LJ43, YK10, LJ43]",[],[],NaN
463,"To gain insight into the evolution of the tea genome, we grouped orthologous genes using OrthoMCL and accordingly obtained 24,350 groups of orthologous gene families among nine genomes (Supplementary Note  3). In total, 1034 single-copy gene families were used to construct a phylogenetic tree for the tea genome, using  Amborella trichopoda as an outgroup (Supplementary Fig.  9). Gene family evolution was analyzed using CAFE, which revealed that a total of 1936 and 1510 tea gene families have undergone expansion and contraction, respectively. Gene Ontology (GO), InterPro (IPR), and Kyoto Encyclopedia of Genes and Genomes (KEGG) enrichment analyses of the expanded genes revealed the expansion of gene families involved in disease resistance, secondary metabolism, and growth and development ( P value < 0.05, FDR < 0.05; Supplementary Tables  8– 13; Supplementary Data  1). These families included UDP-glucuronosyl/UDP-glucosyltransferase (GO:0016758,  P value < 2.20E-16, FDR < 2.40E-14), which catalyzes glucosyl transfer in flavanone metabolism and is related to catechin content; (−)-germacrene D synthase (K15803,  P value = 8.01E-06, FDR = 0.91E-03), which catalyzes the conversion of farneyl-PP to germacrene D and is related to terpene metabolism; NB-ARC (GO:0043531,  P value < 2.20E-16, FDR < 2.40E-14), Bet v I/Major latex protein (GO:0009607,  P value = 4.49E-04, FDR = 8.64E-03), RPM1 (K13457,  P value < 2.20E-16, FDR < 1.25E-13), and RPS2 (K13459,  P value = 8.88E-08, FDR = 2.51E-05), which are related to disease resistance; and the S-locus glycoprotein domain (GO:0048544,  P value < 2.20E-16, FDR < 2.40E-14), which is associated with self-incompatibility.","['Supplementary Note', 'FDR', 'tea genome', 'Supplementary Fig.', 'gene families', 'grouped orthologous', 'Supplementary', 'gain insight', 'Supplementary Tables', 'Supplementary Data']","[single-copy, GO:0016758, (−)-germacrene D synthase, K15803, farneyl-PP, GO:0043531, Bet v I/Major latex, RPM1, K13457, RPS2, K13459, GO:0048544]",[],[],NaN
464,"Furthermore, we used the “branch-site” models A and Test2 to identify the genes in the tea genome that have evolved under positive Darwinian selection using codeml in the PAML package (version 4.9d). A total of 1031 single-copy genes from the nine aforementioned genomes were scanned to identify genes under selection. After filtering (see the Methods section for details), we identified 74 genes that appeared to be under positive selection (FDR ≤ 0.05; Supplementary Data  2), some of which are involved in disease resistance, enhanced cold tolerance, and high-light tolerance. In this regard, it has previously been reported that overexpression of cationic peroxidase 3 (OCP3) 27 (Cha14g001590) and Serpin-ZX 28 (Cha09g003010) is involved in disease resistance, whereas that of beta-glucosidase-like SFR2 (SFR2, Cha05g001710) is involved in freezing tolerance 29. Other identified genes included one involved in the maintenance of photosystem II under high-light conditions (MPH1 30, ChaUn21494.1) and a photosystem II 22-kDa protein (PSBS, Cha09g008070) that protects plants against photooxidative damage.","['PAML package', 'positive Darwinian', 'Darwinian selection', 'tea genome', 'Supplementary Data', 'Darwinian', 'PAML', 'disease resistance', 'genes', 'involved']","[“, ”, Test2, PAML, single-copy, peroxidase 3, Cha14g001590, Serpin-ZX 28, Cha09g003010, beta-glucosidase-like SFR2, SFR2, Cha05g001710, photosystem II, MPH1, photosystem II 22-kDa, PSBS, Cha09g008070]",[],[],NaN
465,"To estimate the whole-genome duplication in tea, we selected a total of 3373, 3199, and 2992 gene families containing exactly two paralogous genes from the SCZ, LJ43, and YK10 genomes, respectively, to calculate the Ks values of the gene pairs. The results showed that the Ks peak of the three tea genomes was 0.3 (Supplementary Fig.  10), and the most recent duplication time was ~25 mya (Time = Ks/2μ, μ = 6.1E-9) 31, thereby indicating that these cultivars underwent the same genome duplication event. Syntenic genes between LJ43 and SCZ and between LJ43 and YK10 were identified to calculate the Ks values of the pairs, which indicated Ks peaks of ~0.003 (~0.25 mya) for the LJ43 and SCZ pairs and ~0.045 (~3.69 mya) for the LJ43 and YK10 pairs (Supplementary Fig.  11), thus indicating that the divergence times of LJ43 and SCZ were more recent than those of LJ43 and YK10.","['Supplementary Fig.', 'SCZ', 'whole-genome duplication', 'SCZ pairs', 'gene families', 'paralogous genes', 'genome duplication', 'tea genomes', 'duplication time', 'mya']","[LJ43, YK10, μ , LJ43, SCZ, LJ43, YK10, LJ43, SCZ, LJ43, YK10, LJ43, SCZ, LJ43, YK10]",[],[],NaN
466,"Tea leaves from different species or cultivars are often processed to produce different types of teas according to their processing suitability and local consumer preferences; e.g., CSA leaves are often processed to produce black tea, whereas CSS leaves are typically processed to produce green or oolong tea. To investigate the genetic basis of these differences, we examined the genomes of 139 tea accessions collected from around the world (Fig.  2a; Supplementary Data  3; Supplementary Note  4). The specimens were sequenced at an average depth of 13.67-fold per genome (Supplementary Data  3). Given that the LJ43 genome is well annotated and has a high level of continuity, we selected this genome as the reference genome. We accordingly achieved an average mapping rate of 99.07%, with minimum and maximum rates of 96.95% and 99.66%, respectively (Supplementary Data  3). After performing five filtering steps (described in the Methods section), we identified a total of 218.87 million SNPs among the tea populations, with a density of approximately 67 SNPs per kb (Fig.  1a; Supplementary Tables  14 and  15). We anticipate that this extensive whole-profile SNP dataset will be valuable for further tea genomics research and marker-assisted breeding.","['Supplementary Data', 'CSA leaves', 'CSS leaves', 'typically processed', 'produce black', 'produce green', 'Supplementary', 'Supplementary Note', 'processed', 'consumer preferences']","[13.67-fold, LJ43, 218.87, SNP]",[],[],NaN
467,"To further investigate the phylogenetic relationships among these accessions, we constructed a maximum likelihood-based phylogenetic tree with SNPs filtered from the total SNP dataset (see the Methods section for details), using  Camellia sasanqua as an outgroup (Fig.  2c). We found that all samples were clustered into one of three independent clades (Fig.  2c; Supplementary Data  4) corresponding to the CSR, CSS, and CSA populations, which is consistent with the morphology-based classical taxonomy of CSA and CSS.","['Methods section', 'Camellia sasanqua', 'SNP dataset', 'SNPs filtered', 'total SNP', 'maximum likelihood-based', 'phylogenetic relationships', 'likelihood-based phylogenetic', 'phylogenetic tree', 'Supplementary Data']",[CSR],[],['Camellia'],NaN
468,"Principal component analysis (PCA) was used to investigate the relationships and differentiation among populations and consistently revealed the presence of three clusters corresponding to CSA, CSS, and CSR (Fig.  2b). The first two principal components accounted for 13.08% of the total variance, with PC1 reflecting the variability of the CSA and CSS groups and PC2 differentiating CSR plants from CSA and CSS plants. We found that CSS showed better aggregation than CSA and CSR, whereas the juncture accessions of CSA and CSS were also close to CSR in the phylogenetic tree. At a K value of 3, CSA, CSS, and CSR could be readily distinguished (Fig.  2d; Supplementary Fig.  12; Supplementary Note  4), which is consistent with the PCA results (Fig.  2b). At a K value of 3 or 4, most new accessions collected from outside China appeared to have originated from CSA and CSS (yellow color, marked with an arrow in Fig.  2d), indicating their high diversity.","['CSA', 'CSS', 'CSR', 'Fig.', 'consistently revealed', 'component analysis', 'Supplementary Fig.', 'Principal component', 'CSR plants', 'differentiating CSR']","[PC2, CSR, CSR, CSR, CSR]",[],[],NaN
469,"On the basis of the phylogenetic and population structure results (Fig.  2c; Supplementary Data  4– 6), we further investigated individual- and population-level heterozygosity among the populations (Supplementary Data  3). We accordingly found the heterozygosity of CSR (6.37E-3) to be significantly higher than that of CSA (6.29E-3) and CSS (5.69E-3) (both  P values < 0.05; Supplementary Fig.  13). We also calculated linkage disequilibrium (LD) decay values based on the squared correlation coefficient ( r2) of pairwise SNPs in two groups, which revealed that for the CSA and CSS groups, the average  r2 among SNPs decayed to ~50% of its maximum value at ~41 and 59 kb, respectively. These values thus indicate that the tea genomes have relatively long LD distances and slow LD decay (Supplementary Fig.  14).","['Supplementary Data', 'Supplementary Fig.', 'Data', 'structure results', 'investigated individual', 'population structure', 'Supplementary', 'Fig.', 'population-level heterozygosity', 'CSS groups']","[6.37E-3, 6.29E-3]",[],[],NaN
470,"It is generally thought that the differences between CSS and CSA teas lie primarily in their flavor, leaf and tree types, cold tolerance, and processing suitability. Among the accessions assessed in the present study, the CSA population comprised three green tea accessions and 34 black tea accessions, whereas the CSS population contained 45 green tea accessions, 19 oolong tea accessions, and 11 black tea accessions (Fig.  3a). To determine the potential genetic bases of these differences, we used SweepFinder2 (version 1.0) to scan for selective sweep regions and selected regions with the top 1% of composite likelihood ratio (CLR) scores and the genes overlapping with the final sweep regions (≥300 bp). On the basis of this analysis, we identified a total of 1336 and 1028 genes bearing selection signatures in the CSA and CSS populations, respectively (Supplementary Data  7 and  8; Supplementary Fig.  15).","['tea accessions', 'black tea', 'cold tolerance', 'CSA teas', 'tree types', 'processing suitability', 'teas lie', 'green tea', 'generally thought', 'lie primarily']",[≥300 ],[],[],NaN
471,"Using the data generated from GO analysis, we selected enriched genes ( P value < 0.05, FDR < 0.05) from the candidate selective sweep genes of the CSA and CSS populations (Supplementary Tables  16 and  17; Supplementary Fig.  16) and accordingly found that volatile terpene metabolism genes, such as cytochrome P450s (e.g., geraniol 8-hydroxylase) and terpene synthases, including alpha-terpineol synthase ( ATESY), (−)-germacrene D synthase ( TPSGD), and strictosidine synthase ( STSY), were significantly selected in the CSS population but not the CSA population (Fig.  3b; Supplementary Tables  16 and  17). The functionalization of core terpene molecules requires cytochrome P450s 32, among which geraniol 8-hydroxylase catalyzes the conversion of geraniol (6E)-8-hydroxygeraniol (Fig.  3b), which may affect the accumulation level of geraniol. Alpha-terpineol, a monoterpene found in tea, is generated by the ATESY-mediated catalysis of geranyl-PP, whereas TPSGD catalyzes the conversion of farneyl-PP to the sesquiterpene germacrene D. Strictosidine is the precursor of terpenoid indole alkaloids, and STSY is a key enzyme in the synthesis of these alkaloids (Fig.  3b). Moreover, we found that 80% of the selected terpene-related genes showed relatively high expression in buds or leaves, whereas 33% of these genes showed significantly high expression in buds or leaves (Fig.  3c; Supplementary Table  18).","['CSS populations', 'CSA population', 'Supplementary Tables', 'terpene synthases', 'Supplementary Fig.', 'CSA', 'CSS', 'alpha-terpineol synthase', 'synthase', 'Fig.']","[cytochrome P450s, alpha-terpineol synthase, ATESY, (−)-germacrene D synthase, TPSGD, strictosidine synthase, STSY, cytochrome P450s, TPSGD, farneyl-PP, STSY, terpene-related]","['TPSGD),', 'TPSGD']",[],terpene synthase
472,"Compared with the CSA accessions, the CSS accessions were characterized by the selection of a larger number of  NBS-ARC (nucleotide-binding site domain in apoptotic protease-activating factor-1, R proteins and  Caenorhabditis elegans death-4 protein) genes, the  Arabidopsis homologs of which, including  RPS3 (also known as  RPM1) 33,  RPS534, and  SUMM235, have been shown to be involved in resistance to  Pseudomonas syringae ( RPS) (Supplementary Tables  16 and  17). The expression profiles of these genes revealed that 69% of the  NBS-ARC genes subject to selection are highly expressed in spring, autumn, or winter, whereas 24% of these genes are significantly highly expressed in spring, autumn, or winter (Fig.  3d; Supplementary Table  19). However, among the 214 genes under selection in both the CSS and CSA populations, we were unable to detect enrichment of any genes related to flavor synthesis or abiotic and biotic stress resistance in the CSA population (Supplementary Data  7 and  8).","['Caenorhabditis elegans', 'Pseudomonas syringae', 'Supplementary Tables', 'Arabidopsis homologs', 'nucleotide-binding site', 'apoptotic protease-activating', 'CSA accessions', 'larger number', 'site domain', 'Supplementary Data']",[R],[],[],NaN
473,"From  D. officinale genomic annotation data, three candidate GES sequences with best matches to known GES proteins [ 6, 12, 13, 15] were retrieved by BLASTN, and named DoGES1, DoGES2, and DoGES3 ( Table S1). Multiple sequence alignment demonstrated that three DoGES proteins had highly conserved aspartate-rich motifs (DDxxD) and NSE/DTE motifs at the  C-terminal, and an RRX 8W domain at the  N-terminal ( Figure 2), suggesting that DoGES1-3 were all TPSs. Among them, DDxxD and NSE/DTE were essential for the cofactor Mg 2+ or Mn 2+ to catalyze the synthesis of monoterpenes [ 18, 19], and the RRX 8W domain was also involved in the cyclization of monoterpene synthase [ 20].","['candidate GES', 'GES sequences', 'GES proteins', 'annotation data', 'officinale genomic', 'genomic annotation', 'GES', 'Table', 'BLASTN', 'DTE motifs']","[GES, GES proteins [ 6, DoGES1, DoGES3 ( Table S1, DoGES1-3, TPSs, Mg 2]",['TPSs.'],[],terpene synthase
